0.1,0.0349609375,0.005617977528089768,14.0,1,0
0.14384499,0.05028955705078125,0.005617977528089811,14.0,1,0
0.20691381,0.07233900779296876,0.005617977528089974,14.0,1,0
0.29763514,0.10405603527343751,0.00561797752808983,14.0,1,0
0.42813324,0.149679394453125,0.005617977528089808,14.0,1,0
0.61584821,0.21530630779296878,0.0056179775280898485,14.0,1,0
0.88586679,0.30970733478515633,0.0056179775280900315,14.0,1,0
1.27427499,0.44140625,0.008928571428571428,14.0,1,0
1.83298071,0.63671875,0.006172839506172839,14.0,1,0
2.6366509,0.9140625,0.008620689655172414,14.0,1,0
3.79269019,1.3046875,0.006024096385542169,14.0,1,0
5.45559478,1.734375,0.00909090909090909,14.0,1,0
7.8475997,2.078125,0.007575757575757576,14.0,1,0
11.28837892,2.109375,0.007462686567164179,14.0,1,0
16.23776739,1.984375,0.007936507936507936,14.0,1,0
23.35721469,1.859375,0.00847457627118644,14.0,1,0
33.59818286,1.734375,0.00909090909090909,14.0,1,0
48.32930239,1.640625,0.009615384615384616,14.0,1,0
69.51927962,1.5703125,0.005,14.0,1,0
100.0,1.5078125,0.005208333333333333,14.0,1,0
