0.1,0.027539062500000003,0.007142857142857117,14.0,1,0
0.143844988829,0.04017545586429375,0.007042253521126751,14.0,1,0
0.206913808111,0.05698212293693361,0.007142857142863484,14.0,1,0
0.297635144163,0.08312856565483281,0.007042253521118205,14.0,1,0
0.428133239872,0.11957627597987502,0.007042253521126824,14.0,1,0
0.615848211066,0.1720044808252476,0.007042253521128714,14.0,1,0
0.88586679041,0.24395940907780472,0.007142857142871849,14.0,1,0
1.2742749857,0.353515625,0.005555555555555556,14.0,1,0
1.83298071083,0.50390625,0.0078125,14.0,1,0
2.63665089873,0.72265625,0.005434782608695652,14.0,1,0
3.79269019073,1.0390625,0.007575757575757576,14.0,1,0
5.45559478117,1.4921875,0.005263157894736842,14.0,1,0
7.84759970351,1.609375,0.00980392156862745,14.0,1,0
11.2883789168,1.4296875,0.005494505494505495,14.0,1,0
16.2377673919,1.2265625,0.00641025641025641,14.0,1,0
19.9526231497,1.1328125,0.006944444444444444,14.0,1,0
23.8658978686,1.0546875,0.007462686567164179,14.0,1,0
28.546676635,0.9765625,0.008064516129032258,14.0,1,0
34.1454887383,0.9140625,0.008620689655172414,14.0,1,0
40.8423865267,0.8515625,0.009259259259259259,14.0,1,0
48.8527357152,0.79296875,0.0049504950495049506,14.0,1,0
58.4341413374,0.71484375,0.005494505494505495,14.0,1,0
69.89473207,0.70703125,0.005555555555555556,14.0,1,0
83.60306937,0.66015625,0.005952380952380952,14.0,1,0
100.0,0.62890625,0.00625,14.0,1,0
